Country,Year,Series,Value
Czechia,2015,GDP in constant 2015 prices (millions of US dollars),188033.00
Czechia,2020,GDP in constant 2015 prices (millions of US dollars),203774.00
Czechia,2021,GDP in constant 2015 prices (millions of US dollars),211014.00
Czechia,2022,GDP in constant 2015 prices (millions of US dollars),215976.00
Czechia,1995,GDP real rates of growth (percent),6.50
Czechia,2005,GDP real rates of growth (percent),6.60
Czechia,2010,GDP real rates of growth (percent),2.40
Czechia,2015,GDP real rates of growth (percent),5.40
Czechia,2020,GDP real rates of growth (percent),-5.50
Czechia,2021,GDP real rates of growth (percent),3.60
Czechia,2022,GDP real rates of growth (percent),2.40
Dem. People's Rep. Korea,1995,GDP in current prices (millions of US dollars),4849.00
Dem. People's Rep. Korea,2005,GDP in current prices (millions of US dollars),13031.00
Dem. People's Rep. Korea,2010,GDP in current prices (millions of US dollars),13945.00
Dem. People's Rep. Korea,2015,GDP in current prices (millions of US dollars),16283.00
Dem. People's Rep. Korea,2020,GDP in current prices (millions of US dollars),15847.00
Dem. People's Rep. Korea,2021,GDP in current prices (millions of US dollars),16750.00
Dem. People's Rep. Korea,2022,GDP in current prices (millions of US dollars),15176.00
Dem. People's Rep. Korea,1995,GDP per capita (US dollars),222.00
Dem. People's Rep. Korea,2005,GDP per capita (US dollars),548.00
Dem. People's Rep. Korea,2010,GDP per capita (US dollars),573.00
Dem. People's Rep. Korea,2015,GDP per capita (US dollars),654.00
Dem. People's Rep. Korea,2020,GDP per capita (US dollars),621.00
Dem. People's Rep. Korea,2021,GDP per capita (US dollars),654.00
Dem. People's Rep. Korea,2022,GDP per capita (US dollars),590.00
Dem. People's Rep. Korea,1995,GDP in constant 2015 prices (millions of US dollars),14702.00
Dem. People's Rep. Korea,2005,GDP in constant 2015 prices (millions of US dollars),15882.00
Dem. People's Rep. Korea,2010,GDP in constant 2015 prices (millions of US dollars),15794.00
Dem. People's Rep. Korea,2015,GDP in constant 2015 prices (millions of US dollars),16283.00
Dem. People's Rep. Korea,2020,GDP in constant 2015 prices (millions of US dollars),14990.00
Dem. People's Rep. Korea,2021,GDP in constant 2015 prices (millions of US dollars),14982.00
Dem. People's Rep. Korea,2022,GDP in constant 2015 prices (millions of US dollars),14959.00
Dem. People's Rep. Korea,1995,GDP real rates of growth (percent),-4.40
Dem. People's Rep. Korea,2005,GDP real rates of growth (percent),3.80
Dem. People's Rep. Korea,2010,GDP real rates of growth (percent),-0.50
Dem. People's Rep. Korea,2015,GDP real rates of growth (percent),-1.10
Dem. People's Rep. Korea,2020,GDP real rates of growth (percent),-4.50
Dem. People's Rep. Korea,2021,GDP real rates of growth (percent),-0.10
Dem. People's Rep. Korea,2022,GDP real rates of growth (percent),-0.20
Dem. Rep. of the Congo,1995,GDP in current prices (millions of US dollars),8947.00
Dem. Rep. of the Congo,2005,GDP in current prices (millions of US dollars),11965.00
Dem. Rep. of the Congo,2010,GDP in current prices (millions of US dollars),21566.00
Dem. Rep. of the Congo,2015,GDP in current prices (millions of US dollars),37918.00
Dem. Rep. of the Congo,2020,GDP in current prices (millions of US dollars),45308.00
Dem. Rep. of the Congo,2021,GDP in current prices (millions of US dollars),52850.00
Dem. Rep. of the Congo,2022,GDP in current prices (millions of US dollars),62552.00
Dem. Rep. of the Congo,1995,GDP per capita (US dollars),207.00
Dem. Rep. of the Congo,2005,GDP per capita (US dollars),212.00
Dem. Rep. of the Congo,2010,GDP per capita (US dollars),325.00
Dem. Rep. of the Congo,2015,GDP per capita (US dollars),482.00
Dem. Rep. of the Congo,2020,GDP per capita (US dollars),488.00
Dem. Rep. of the Congo,2021,GDP per capita (US dollars),551.00
Dem. Rep. of the Congo,2022,GDP per capita (US dollars),632.00
Dem. Rep. of the Congo,1995,GDP in constant 2015 prices (millions of US dollars),20182.00
Dem. Rep. of the Congo,2005,GDP in constant 2015 prices (millions of US dollars),19924.00
Dem. Rep. of the Congo,2010,GDP in constant 2015 prices (millions of US dollars),26094.00
Dem. Rep. of the Congo,2015,GDP in constant 2015 prices (millions of US dollars),37918.00
Dem. Rep. of the Congo,2020,GDP in constant 2015 prices (millions of US dollars),45260.00
Dem. Rep. of the Congo,2021,GDP in constant 2015 prices (millions of US dollars),48066.00
Dem. Rep. of the Congo,2022,GDP in constant 2015 prices (millions of US dollars),52172.00
Dem. Rep. of the Congo,1995,GDP real rates of growth (percent),0.70
Dem. Rep. of the Congo,2005,GDP real rates of growth (percent),6.10
Dem. Rep. of the Congo,2010,GDP real rates of growth (percent),7.10
Dem. Rep. of the Congo,2015,GDP real rates of growth (percent),6.90
Dem. Rep. of the Congo,2020,GDP real rates of growth (percent),1.70
Dem. Rep. of the Congo,2021,GDP real rates of growth (percent),6.20
Dem. Rep. of the Congo,2022,GDP real rates of growth (percent),8.50
Denmark,1995,GDP in current prices (millions of US dollars),185008.00
Denmark,2005,GDP in current prices (millions of US dollars),264467.00
Denmark,2010,GDP in current prices (millions of US dollars),321995.00
Denmark,2015,GDP in current prices (millions of US dollars),302673.00
Denmark,2020,GDP in current prices (millions of US dollars),354763.00
Denmark,2021,GDP in current prices (millions of US dollars),405688.00
Denmark,2022,GDP in current prices (millions of US dollars),400167.00
Denmark,1995,GDP per capita (US dollars),35339.00
Denmark,2005,GDP per capita (US dollars),48648.00
Denmark,2010,GDP per capita (US dollars),58008.00
Denmark,2015,GDP per capita (US dollars),53308.00
Denmark,2020,GDP per capita (US dollars),60897.00
Denmark,2021,GDP per capita (US dollars),69298.00
Denmark,2022,GDP per capita (US dollars),68029.00
Denmark,1995,GDP in constant 2015 prices (millions of US dollars),226659.00
Denmark,2005,GDP in constant 2015 prices (millions of US dollars),280921.00
Denmark,2010,GDP in constant 2015 prices (millions of US dollars),283894.00
Denmark,2015,GDP in constant 2015 prices (millions of US dollars),302673.00
Denmark,2020,GDP in constant 2015 prices (millions of US dollars),324539.00
Denmark,2021,GDP in constant 2015 prices (millions of US dollars),346752.00
Denmark,2022,GDP in constant 2015 prices (millions of US dollars),356222.00
Denmark,1995,GDP real rates of growth (percent),3.00
Denmark,2005,GDP real rates of growth (percent),2.30
Denmark,2010,GDP real rates of growth (percent),1.90
Denmark,2015,GDP real rates of growth (percent),2.30
Denmark,2020,GDP real rates of growth (percent),-2.40
Denmark,2021,GDP real rates of growth (percent),6.80
Denmark,2022,GDP real rates of growth (percent),2.70
Djibouti,1995,GDP in current prices (millions of US dollars),510.00
Djibouti,2005,GDP in current prices (millions of US dollars),709.00
Djibouti,2010,GDP in current prices (millions of US dollars),1244.00
Djibouti,2015,GDP in current prices (millions of US dollars),2445.00
Djibouti,2020,GDP in current prices (millions of US dollars),3423.00
Djibouti,2021,GDP in current prices (millions of US dollars),3701.00
Djibouti,2022,GDP in current prices (millions of US dollars),4003.00
Djibouti,1995,GDP per capita (US dollars),809.00
Djibouti,2005,GDP per capita (US dollars),853.00
Djibouti,2010,GDP per capita (US dollars),1353.00
Djibouti,2015,GDP per capita (US dollars),2430.00
Djibouti,2020,GDP per capita (US dollars),3140.00
Djibouti,2021,GDP per capita (US dollars),3348.00
Djibouti,2022,GDP per capita (US dollars),3572.00
Djibouti,1995,GDP in constant 2015 prices (millions of US dollars),764.00
Djibouti,2005,GDP in constant 2015 prices (millions of US dollars),927.00
Djibouti,2010,GDP in constant 2015 prices (millions of US dollars),1466.00
Djibouti,2015,GDP in constant 2015 prices (millions of US dollars),2445.00
Djibouti,2020,GDP in constant 2015 prices (millions of US dollars),3087.00
Djibouti,2021,GDP in constant 2015 prices (millions of US dollars),3235.00
Djibouti,2022,GDP in constant 2015 prices (millions of US dollars),3356.00
Djibouti,1995,GDP real rates of growth (percent),5.60
Djibouti,2005,GDP real rates of growth (percent),3.60
Djibouti,2010,GDP real rates of growth (percent),11.70
Djibouti,2015,GDP real rates of growth (percent),7.70
Djibouti,2020,GDP real rates of growth (percent),1.20
Djibouti,2021,GDP real rates of growth (percent),4.80
Djibouti,2022,GDP real rates of growth (percent),3.70
Dominica,1995,GDP in current prices (millions of US dollars),275.00
Dominica,2005,GDP in current prices (millions of US dollars),364.00
Dominica,2010,GDP in current prices (millions of US dollars),494.00
Dominica,2015,GDP in current prices (millions of US dollars),541.00
Dominica,2020,GDP in current prices (millions of US dollars),507.00
Dominica,2021,GDP in current prices (millions of US dollars),555.00
Dominica,2022,GDP in current prices (millions of US dollars),612.00
Dominica,1995,GDP per capita (US dollars),3967.00
Dominica,2005,GDP per capita (US dollars),5304.00
Dominica,2010,GDP per capita (US dollars),7182.00
Dominica,2015,GDP per capita (US dollars),7724.00
Dominica,2020,GDP per capita (US dollars),7037.00
Dominica,2021,GDP per capita (US dollars),7668.00
Dominica,2022,GDP per capita (US dollars),8415.00
Dominica,1995,GDP in constant 2015 prices (millions of US dollars),381.00
Dominica,2005,GDP in constant 2015 prices (millions of US dollars),458.00
Dominica,2010,GDP in constant 2015 prices (millions of US dollars),543.00
Dominica,2015,GDP in constant 2015 prices (millions of US dollars),541.00
Dominica,2020,GDP in constant 2015 prices (millions of US dollars),476.00
Dominica,2021,GDP in constant 2015 prices (millions of US dollars),505.00
Dominica,2022,GDP in constant 2015 prices (millions of US dollars),535.00
Dominica,1995,GDP real rates of growth (percent),3.00
Dominica,2005,GDP real rates of growth (percent),0.70
Dominica,2010,GDP real rates of growth (percent),0.70
Dominica,2015,GDP real rates of growth (percent),-2.40
Dominica,2020,GDP real rates of growth (percent),-16.10
Dominica,2021,GDP real rates of growth (percent),6.20
Dominica,2022,GDP real rates of growth (percent),5.90
Dominican Republic,1995,GDP in current prices (millions of US dollars),15747.00
Dominican Republic,2005,GDP in current prices (millions of US dollars),35510.00
Dominican Republic,2010,GDP in current prices (millions of US dollars),53160.00
Dominican Republic,2015,GDP in current prices (millions of US dollars),71155.00
Dominican Republic,2020,GDP in current prices (millions of US dollars),78845.00
Dominican Republic,2021,GDP in current prices (millions of US dollars),94243.00
Dominican Republic,2022,GDP in current prices (millions of US dollars),113537.00
Dominican Republic,1995,GDP per capita (US dollars),2001.00
Dominican Republic,2005,GDP per capita (US dollars),3875.00
Dominican Republic,2010,GDP per capita (US dollars),5438.00
Dominican Republic,2015,GDP per capita (US dollars),6838.00
Dominican Republic,2020,GDP per capita (US dollars),7168.00
Dominican Republic,2021,GDP per capita (US dollars),8477.00
Dominican Republic,2022,GDP per capita (US dollars),10111.00
Dominican Republic,1995,GDP in constant 2015 prices (millions of US dollars),24871.00
Dominican Republic,2005,GDP in constant 2015 prices (millions of US dollars),41291.00
Dominican Republic,2010,GDP in constant 2015 prices (millions of US dollars),55952.00
Dominican Republic,2015,GDP in constant 2015 prices (millions of US dollars),71155.00
Dominican Republic,2020,GDP in constant 2015 prices (millions of US dollars),83276.00
Dominican Republic,2021,GDP in constant 2015 prices (millions of US dollars),93495.00
Dominican Republic,2022,GDP in constant 2015 prices (millions of US dollars),98037.00
Dominican Republic,1995,GDP real rates of growth (percent),5.50
Dominican Republic,2005,GDP real rates of growth (percent),9.30
Dominican Republic,2010,GDP real rates of growth (percent),8.30
Dominican Republic,2015,GDP real rates of growth (percent),6.90
Dominican Republic,2020,GDP real rates of growth (percent),-6.70
Dominican Republic,2021,GDP real rates of growth (percent),12.30
Dominican Republic,2022,GDP real rates of growth (percent),4.90
Ecuador,1995,GDP in current prices (millions of US dollars),24421.00
Ecuador,2005,GDP in current prices (millions of US dollars),41507.00
Ecuador,2010,GDP in current prices (millions of US dollars),69555.00
Ecuador,2015,GDP in current prices (millions of US dollars),99290.00
Ecuador,2020,GDP in current prices (millions of US dollars),99291.00
Ecuador,2021,GDP in current prices (millions of US dollars),106166.00
Ecuador,2022,GDP in current prices (millions of US dollars),115049.00
Ecuador,1995,GDP per capita (US dollars),2112.00
Ecuador,2005,GDP per capita (US dollars),3014.00
Ecuador,2010,GDP per capita (US dollars),4640.00
Ecuador,2015,GDP per capita (US dollars),6131.00
Ecuador,2020,GDP per capita (US dollars),5645.00
Ecuador,2021,GDP per capita (US dollars),5965.00
Ecuador,2022,GDP per capita (US dollars),6391.00
Ecuador,1995,GDP in constant 2015 prices (millions of US dollars),50574.00
Ecuador,2005,GDP in constant 2015 prices (millions of US dollars),67646.00
Ecuador,2010,GDP in constant 2015 prices (millions of US dollars),79915.00
Ecuador,2015,GDP in constant 2015 prices (millions of US dollars),99290.00
Ecuador,2020,GDP in constant 2015 prices (millions of US dollars),93782.00
Ecuador,2021,GDP in constant 2015 prices (millions of US dollars),97754.00
Ecuador,2022,GDP in constant 2015 prices (millions of US dollars),100635.00
Ecuador,1995,GDP real rates of growth (percent),2.30
Ecuador,2005,GDP real rates of growth (percent),5.30
Ecuador,2010,GDP real rates of growth (percent),3.50
