customer_age,customer_income,home_ownership,loan_intent,loan_grade,loan_amount,loan_int_rate,term_years,cred_hist_length,Current_loan_status
23,71000,MORTGAGE,VENTURE,A,8500,5.79,3,2,NO DEFAULT
23,62000,RENT,MEDICAL,A,4200,5.42,3,3,NO DEFAULT
25,63000,RENT,VENTURE,B,4200,14.22,5,4,NO DEFAULT
25,71000,OWN,VENTURE,A,3250,5.79,5,2,NO DEFAULT
24,71000,MORTGAGE,MEDICAL,A,10000,10.36,4,4,NO DEFAULT
24,71000,OWN,HOME IMPROVEMENT,A,10000,5.79,4,3,NO DEFAULT
24,71000,MORTGAGE,EDUCATION,A,3500,11.49,4,2,NO DEFAULT
26,65000,RENT,HOME IMPROVEMENT,A,4200,7.29,6,2,NO DEFAULT
25,65000,RENT,DEBT CONSOLIDATION,A,4200,10.99,5,2,NO DEFAULT
23,60996,RENT,PERSONAL,C,4200,15.58,3,2,DEFAULT
22,55250,MORTGAGE,MEDICAL,C,7400,14.84,2,2,DEFAULT
26,69000,RENT,HOME IMPROVEMENT,A,4200,6.62,6,3,NO DEFAULT
24,71000,MORTGAGE,EDUCATION,A,20000,11.36,7,2,NO DEFAULT
22,71000,MORTGAGE,PERSONAL,A,3200,7.4,2,2,NO DEFAULT
22,72500,RENT,DEBT CONSOLIDATION,A,4200,11.71,2,3,NO DEFAULT
21,30000,RENT,MEDICAL,A,4150,6.76,1,3,NO DEFAULT
23,100000,RENT,VENTURE,A,4150,10.65,3,2,NO DEFAULT
25,22812,RENT,EDUCATION,C,4125,14.54,5,2,NO DEFAULT
23,20000,RENT,EDUCATION,B,4100,13.49,3,4,NO DEFAULT
22,30000,RENT,EDUCATION,B,4100,14.26,2,3,NO DEFAULT
23,71004,OWN,EDUCATION,B,15000,13.47,7,3,NO DEFAULT
22,38004,RENT,MEDICAL,A,4100,11.49,2,4,NO DEFAULT
23,42000,RENT,MEDICAL,A,4100,7.88,3,2,NO DEFAULT
23,38000,RENT,MEDICAL,C,4100,10.99,3,4,DEFAULT
26,71040,MORTGAGE,DEBT CONSOLIDATION,A,3000,5.79,6,2,NO DEFAULT
26,71046,MORTGAGE,DEBT CONSOLIDATION,A,6500,10.99,6,4,NO DEFAULT
22,48000,RENT,DEBT CONSOLIDATION,A,4100,11.99,2,3,NO DEFAULT
26,57000,RENT,MEDICAL,A,4100,10.59,6,3,NO DEFAULT
22,71201,MORTGAGE,MEDICAL,A,12000,11.71,7,4,NO DEFAULT
26,70000,RENT,PERSONAL,A,4075,5.42,6,3,NO DEFAULT
24,14400,RENT,MEDICAL,A,4050,6.91,4,4,DEFAULT
26,50500,RENT,HOME IMPROVEMENT,A,4050,7.88,6,4,NO DEFAULT
25,71328,MORTGAGE,EDUCATION,C,25000,14.96,7,3,NO DEFAULT
22,71400,MORTGAGE,EDUCATION,A,3000,10.99,2,3,NO DEFAULT
25,82000,RENT,VENTURE,A,4050,9.99,5,2,NO DEFAULT
23,25000,RENT,VENTURE,A,4025,9.91,3,4,NO DEFAULT
24,54000,RENT,EDUCATION,A,4025,6.76,4,2,NO DEFAULT
24,71496,MORTGAGE,PERSONAL,C,15000,15.95,7,3,NO DEFAULT
26,71500,MORTGAGE,HOME IMPROVEMENT,A,7500,10.99,6,3,NO DEFAULT
21,12000,RENT,MEDICAL,A,4000,10.65,1,4,DEFAULT
25,71500,MORTGAGE,EDUCATION,A,9250,12.53,5,4,NO DEFAULT
24,12000,RENT,PERSONAL,B,4000,13.8,4,3,DEFAULT
21,12000,RENT,HOME IMPROVEMENT,A,4000,10.99,1,3,DEFAULT
21,71688,MORTGAGE,EDUCATION,C,7500,13.17,1,4,NO DEFAULT
26,46877,RENT,DEBT CONSOLIDATION,A,10000,5.42,6,2,NO DEFAULT
25,71711,MORTGAGE,EDUCATION,A,4800,10.99,5,3,NO DEFAULT
26,71760,MORTGAGE,PERSONAL,D,3000,19.91,6,3,NO DEFAULT
26,46999,RENT,VENTURE,A,10000,10.99,6,3,NO DEFAULT
26,47004,RENT,PERSONAL,C,10000,15.05,6,2,NO DEFAULT
24,72000,MORTGAGE,PERSONAL,A,18000,7.9,4,2,NO DEFAULT
21,48000,RENT,PERSONAL,A,10000,6.03,1,3,NO DEFAULT
23,72000,MORTGAGE,PERSONAL,C,12000,16.29,3,2,NO DEFAULT
23,48000,RENT,VENTURE,C,10000,15.62,3,2,NO DEFAULT
22,48000,RENT,VENTURE,B,10000,13.49,2,4,NO DEFAULT
25,72000,MORTGAGE,EDUCATION,A,14000,12.42,5,2,NO DEFAULT
25,42000,RENT,VENTURE,B,10000,13.8,5,3,DEFAULT
24,72000,OWN,VENTURE,A,16000,12.42,4,3,NO DEFAULT
24,72000,MORTGAGE,HOME IMPROVEMENT,A,5000,6.03,4,3,NO DEFAULT
22,72000,MORTGAGE,PERSONAL,A,5000,12.69,2,3,NO DEFAULT
25,42000,RENT,DEBT CONSOLIDATION,C,10000,14.91,5,3,DEFAULT
23,48000,RENT,DEBT CONSOLIDATION,A,10000,7.29,3,2,NO DEFAULT
23,72000,MORTGAGE,EDUCATION,A,5000,10.99,3,3,NO DEFAULT
23,72000,MORTGAGE,VENTURE,A,4200,12.42,3,3,NO DEFAULT
25,72000,MORTGAGE,MEDICAL,A,5000,6.03,5,3,NO DEFAULT
21,48000,RENT,DEBT CONSOLIDATION,A,10000,5.79,1,2,NO DEFAULT
23,48000,RENT,VENTURE,A,10000,9.25,3,3,NO DEFAULT
23,72000,MORTGAGE,VENTURE,A,2400,12.69,3,2,NO DEFAULT
23,42000,RENT,HOME IMPROVEMENT,C,10000,15.58,3,3,DEFAULT
24,72000,MORTGAGE,PERSONAL,A,12000,6.03,4,2,NO DEFAULT
22,72000,MORTGAGE,DEBT CONSOLIDATION,A,7200,7.9,2,3,NO DEFAULT
26,72000,MORTGAGE,MEDICAL,A,17000,10.65,6,4,NO DEFAULT
24,56100,MORTGAGE,MEDICAL,A,6000,11.71,4,4,DEFAULT
24,72000,MORTGAGE,VENTURE,A,17000,10.99,4,4,NO DEFAULT
22,72000,OWN,MEDICAL,A,15000,7.9,2,2,NO DEFAULT
25,72000,MORTGAGE,PERSONAL,E,18000,20.89,5,4,NO DEFAULT
25,48000,RENT,EDUCATION,A,10000,11.86,5,3,NO DEFAULT
25,72000,MORTGAGE,DEBT CONSOLIDATION,A,4800,10.65,5,3,NO DEFAULT
24,48000,RENT,PERSONAL,B,10000,14.22,4,4,NO DEFAULT
24,72000,MORTGAGE,EDUCATION,B,1000,15.23,4,3,NO DEFAULT
24,72000,MORTGAGE,DEBT CONSOLIDATION,A,6000,7.49,4,4,NO DEFAULT
26,72000,MORTGAGE,MEDICAL,A,5000,8.49,6,3,NO DEFAULT
26,48000,RENT,EDUCATION,A,10000,8.94,6,4,NO DEFAULT
26,72000,MORTGAGE,EDUCATION,C,16000,10.99,6,3,NO DEFAULT
21,72000,MORTGAGE,DEBT CONSOLIDATION,A,24000,7.49,1,3,NO DEFAULT
26,48000,RENT,MEDICAL,A,10000,12.21,6,3,NO DEFAULT
23,48000,RENT,EDUCATION,B,10000,12.84,3,4,NO DEFAULT
22,42000,RENT,MEDICAL,D,10000,16.32,2,4,DEFAULT
23,72000,MORTGAGE,EDUCATION,A,20000,7.49,3,2,NO DEFAULT
23,72000,OWN,PERSONAL,A,15000,6.99,3,2,NO DEFAULT
23,48000,RENT,PERSONAL,B,10000,13.79,3,3,NO DEFAULT
23,42000,RENT,DEBT CONSOLIDATION,C,10000,10.99,3,3,DEFAULT
23,66000,MORTGAGE,DEBT CONSOLIDATION,C,4000,15.62,3,4,DEFAULT
23,56100,MORTGAGE,MEDICAL,A,5650,10.99,3,3,DEFAULT
22,48132,RENT,MEDICAL,A,10000,11.71,2,4,NO DEFAULT
25,72000,MORTGAGE,EDUCATION,C,9000,15.62,5,4,NO DEFAULT
23,42720,RENT,EDUCATION,C,10000,16.89,3,4,DEFAULT
24,48720,RENT,PERSONAL,B,10000,13.85,4,4,NO DEFAULT
22,48996,RENT,EDUCATION,B,10000,12.87,2,2,NO DEFAULT
22,43000,RENT,MEDICAL,C,10000,16.77,2,2,DEFAULT
22,72000,MORTGAGE,EDUCATION,A,8400,5.42,2,2,NO DEFAULT
24,49200,RENT,VENTURE,B,10000,13.49,4,3,NO DEFAULT
24,72000,MORTGAGE,MEDICAL,B,6000,13.49,4,2,NO DEFAULT
24,43500,RENT,MEDICAL,C,10000,13.62,4,3,DEFAULT
24,72000,OWN,HOME IMPROVEMENT,A,9000,7.49,4,4,NO DEFAULT
26,49571,RENT,VENTURE,B,10000,13.11,6,3,NO DEFAULT
24,49639,RENT,MEDICAL,B,10000,10.99,4,3,NO DEFAULT
26,72000,MORTGAGE,VENTURE,A,16000,10.59,6,3,NO DEFAULT
22,49920,RENT,DEBT CONSOLIDATION,A,10000,11.14,2,2,NO DEFAULT
24,72000,MORTGAGE,PERSONAL,A,12000,5.42,4,2,NO DEFAULT
24,72000,MORTGAGE,MEDICAL,A,11200,7.29,4,4,NO DEFAULT
22,50000,RENT,PERSONAL,A,10000,11.71,2,3,NO DEFAULT
26,72000,MORTGAGE,HOME IMPROVEMENT,C,10500,15.28,6,2,NO DEFAULT
24,72000,MORTGAGE,PERSONAL,A,3000,10.99,4,2,NO DEFAULT
23,50000,RENT,EDUCATION,A,10000,7.51,3,3,NO DEFAULT
25,72000,MORTGAGE,HOME IMPROVEMENT,A,2100,7.66,5,3,NO DEFAULT
25,72000,OWN,EDUCATION,A,18000,7.66,5,3,NO DEFAULT
24,72000,MORTGAGE,EDUCATION,D,6000,16.77,4,3,NO DEFAULT
23,50000,RENT,EDUCATION,A,10000,9.91,3,3,NO DEFAULT
23,50000,RENT,DEBT CONSOLIDATION,A,10000,10.99,3,2,NO DEFAULT
25,72000,OWN,VENTURE,D,16000,17.14,5,3,NO DEFAULT
21,50000,RENT,DEBT CONSOLIDATION,A,10000,11.71,1,3,NO DEFAULT
21,50000,RENT,EDUCATION,A,10000,6.03,1,4,NO DEFAULT
24,50000,RENT,DEBT CONSOLIDATION,A,10000,7.51,4,4,NO DEFAULT
24,50000,RENT,HOME IMPROVEMENT,B,10000,14.27,4,4,NO DEFAULT
22,72000,OWN,VENTURE,A,16000,10.37,2,3,NO DEFAULT
24,72000,MORTGAGE,VENTURE,B,2100,10.99,4,2,NO DEFAULT
25,72000,MORTGAGE,HOME IMPROVEMENT,A,2000,7.66,5,4,NO DEFAULT
22,72000,MORTGAGE,EDUCATION,A,10000,10.99,2,2,NO DEFAULT
24,50000,RENT,PERSONAL,A,10000,11.71,4,2,NO DEFAULT
26,50000,RENT,PERSONAL,A,10000,8.49,6,3,NO DEFAULT
21,50000,RENT,DEBT CONSOLIDATION,A,10000,6.99,1,4,NO DEFAULT
24,50000,RENT,PERSONAL,A,10000,7.49,4,2,NO DEFAULT
22,50000,RENT,MEDICAL,B,10000,12.99,2,4,NO DEFAULT
25,50000,RENT,EDUCATION,A,10000,7.49,5,3,NO DEFAULT
22,50000,RENT,EDUCATION,A,10000,10.99,2,2,NO DEFAULT
22,50000,RENT,DEBT CONSOLIDATION,B,10000,13.99,2,2,NO DEFAULT
24,72000,MORTGAGE,EDUCATION,B,10000,12.98,4,4,NO DEFAULT
22,72000,MORTGAGE,EDUCATION,A,5000,6.54,2,4,NO DEFAULT
21,72000,MORTGAGE,DEBT CONSOLIDATION,A,2000,6.54,1,2,NO DEFAULT
22,72000,MORTGAGE,PERSONAL,A,10800,6.91,2,3,NO DEFAULT
24,72000,MORTGAGE,MEDICAL,A,5000,9.25,4,2,NO DEFAULT
24,50000,RENT,DEBT CONSOLIDATION,A,10000,7.29,4,4,NO DEFAULT
25,44000,RENT,MEDICAL,C,10000,15.65,5,4,DEFAULT
22,72000,MORTGAGE,DEBT CONSOLIDATION,A,3500,5.42,2,4,NO DEFAULT
23,50000,RENT,EDUCATION,A,10000,9.63,3,3,NO DEFAULT
23,50000,RENT,EDUCATION,A,10000,6.92,3,2,NO DEFAULT
23,72000,MORTGAGE,EDUCATION,A,7000,6.17,3,3,NO DEFAULT
23,72000,MORTGAGE,DEBT CONSOLIDATION,A,6000,6.17,3,3,NO DEFAULT
24,72000,MORTGAGE,VENTURE,A,6000,9.99,4,2,NO DEFAULT
23,50000,RENT,MEDICAL,A,10000,10.99,3,2,NO DEFAULT
26,50000,RENT,HOME IMPROVEMENT,A,10000,6.91,6,2,NO DEFAULT
24,56100,MORTGAGE,MEDICAL,C,4900,15.95,4,4,DEFAULT
23,72000,MORTGAGE,PERSONAL,A,5000,11.86,3,2,NO DEFAULT
25,72000,MORTGAGE,DEBT CONSOLIDATION,A,15000,7.88,5,3,NO DEFAULT
23,72000,MORTGAGE,PERSONAL,A,8700,6.76,3,4,NO DEFAULT
23,72000,MORTGAGE,MEDICAL,B,8000,13.61,3,2,NO DEFAULT
23,72000,MORTGAGE,VENTURE,A,9000,6.76,3,2,NO DEFAULT
22,50000,RENT,MEDICAL,A,10000,6.17,2,2,NO DEFAULT
24,44000,RENT,VENTURE,C,10000,10.99,4,3,DEFAULT
23,72000,MORTGAGE,EDUCATION,A,6400,7.51,3,2,NO DEFAULT
24,72000,MORTGAGE,VENTURE,A,8000,7.88,4,4,NO DEFAULT
22,44000,RENT,VENTURE,C,10000,15.58,2,3,DEFAULT
22,50000,RENT,MEDICAL,A,10000,7.88,2,3,NO DEFAULT
24,72000,MORTGAGE,VENTURE,A,18000,11.86,4,4,NO DEFAULT
23,72000,MORTGAGE,MEDICAL,A,5975,10.99,3,3,NO DEFAULT
22,72000,MORTGAGE,PERSONAL,C,15000,16.32,2,4,NO DEFAULT
26,72000,MORTGAGE,HOME IMPROVEMENT,A,10000,10.99,6,3,NO DEFAULT
25,50000,RENT,EDUCATION,D,10000,16.82,5,2,NO DEFAULT
23,72000,MORTGAGE,EDUCATION,A,11875,10.38,3,3,NO DEFAULT
22,50000,RENT,PERSONAL,A,10000,7.88,2,3,NO DEFAULT
22,50000,RENT,EDUCATION,B,10000,13.57,2,3,NO DEFAULT
22,72000,MORTGAGE,VENTURE,C,12000,14.84,2,4,NO DEFAULT
25,72000,OWN,VENTURE,A,6000,7.14,5,4,NO DEFAULT
23,50000,RENT,MEDICAL,A,10000,8.94,3,3,NO DEFAULT
26,50000,RENT,MEDICAL,A,10000,10.95,6,4,NO DEFAULT
22,72000,MORTGAGE,EDUCATION,A,5000,10.99,2,2,NO DEFAULT
25,50000,RENT,DEBT CONSOLIDATION,A,10000,10.95,5,3,NO DEFAULT
22,50000,RENT,EDUCATION,A,10000,9.32,2,2,NO DEFAULT
25,72000,MORTGAGE,HOME IMPROVEMENT,C,10000,14.96,5,3,NO DEFAULT
23,50004,RENT,EDUCATION,A,10000,6.17,3,4,NO DEFAULT
25,72000,MORTGAGE,EDUCATION,A,3200,6.39,5,3,NO DEFAULT
22,72000,MORTGAGE,EDUCATION,D,8000,16.45,2,4,NO DEFAULT
22,50004,RENT,PERSONAL,A,10000,12.21,2,2,NO DEFAULT
24,50004,RENT,VENTURE,B,10000,13.79,4,4,NO DEFAULT
23,56100,MORTGAGE,MEDICAL,B,18000,14.22,3,2,DEFAULT
25,72000,OWN,HOME IMPROVEMENT,D,18000,16.82,5,2,NO DEFAULT
22,44307,RENT,HOME IMPROVEMENT,A,10000,11.36,2,2,DEFAULT
25,50500,RENT,DEBT CONSOLIDATION,B,10000,13.85,5,2,NO DEFAULT
24,72000,MORTGAGE,EDUCATION,A,16000,10.25,4,3,NO DEFAULT
22,45000,RENT,HOME IMPROVEMENT,B,10000,15.96,2,2,DEFAULT
22,72000,OWN,PERSONAL,A,15000,10.25,2,3,NO DEFAULT
24,72000,MORTGAGE,HOME IMPROVEMENT,A,8200,7.88,4,4,NO DEFAULT
26,72000,MORTGAGE,HOME IMPROVEMENT,A,6600,10.99,6,2,NO DEFAULT
26,45000,RENT,PERSONAL,A,10000,11.86,6,4,DEFAULT
24,51000,RENT,EDUCATION,A,10000,11.83,4,2,NO DEFAULT
23,72000,MORTGAGE,MEDICAL,A,16000,7.4,3,3,NO DEFAULT
26,72000,OWN,MEDICAL,A,10000,7.74,6,4,NO DEFAULT
24,72000,MORTGAGE,EDUCATION,A,9000,10.99,4,2,NO DEFAULT
22,45000,RENT,VENTURE,D,10000,10.99,2,2,DEFAULT
24,51160,RENT,DEBT CONSOLIDATION,A,10000,10.75,4,3,NO DEFAULT
26,66000,MORTGAGE,HOME IMPROVEMENT,C,12000,10.99,6,3,DEFAULT
22,51360,RENT,EDUCATION,C,10000,10.99,2,2,NO DEFAULT
25,72000,MORTGAGE,DEBT CONSOLIDATION,A,20000,11.83,5,4,NO DEFAULT
24,72000,MORTGAGE,PERSONAL,B,20000,13.57,4,3,NO DEFAULT
23,51400,RENT,PERSONAL,A,10000,10.65,3,3,NO DEFAULT
22,51600,RENT,PERSONAL,A,10000,9.51,2,3,NO DEFAULT
25,72000,MORTGAGE,PERSONAL,A,5000,12.18,5,3,NO DEFAULT
26,51996,RENT,PERSONAL,B,10000,13.23,6,4,NO DEFAULT
24,52000,RENT,DEBT CONSOLIDATION,A,10000,9.91,4,2,NO DEFAULT
24,52000,RENT,EDUCATION,A,10000,12.42,4,2,NO DEFAULT
25,72000,MORTGAGE,EDUCATION,A,25000,11.89,5,2,NO DEFAULT
25,52000,RENT,EDUCATION,C,10000,10.99,5,2,NO DEFAULT
24,72000,MORTGAGE,DEBT CONSOLIDATION,A,8000,12.21,4,4,NO DEFAULT
22,52000,RENT,VENTURE,A,10000,11.71,2,3,NO DEFAULT
24,52000,RENT,HOME IMPROVEMENT,A,10000,11.99,4,4,NO DEFAULT
23,46000,RENT,HOME IMPROVEMENT,B,10000,13.43,3,4,DEFAULT
26,66000,MORTGAGE,DEBT CONSOLIDATION,C,15000,14.42,6,2,DEFAULT
25,52000,RENT,HOME IMPROVEMENT,A,10000,6.91,5,2,NO DEFAULT
25,52000,RENT,VENTURE,A,10000,5.79,5,3,NO DEFAULT
22,72000,OTHER,VENTURE,A,15000,11.58,2,2,NO DEFAULT
26,72000,MORTGAGE,EDUCATION,A,4000,9.32,6,4,NO DEFAULT
23,52000,RENT,VENTURE,A,10000,6.54,3,2,NO DEFAULT
24,52000,RENT,DEBT CONSOLIDATION,A,10000,7.88,4,4,NO DEFAULT
22,72000,MORTGAGE,VENTURE,A,25000,9.83,2,3,NO DEFAULT
24,72000,MORTGAGE,HOME IMPROVEMENT,D,5000,13.93,4,2,NO DEFAULT
23,46000,RENT,DEBT CONSOLIDATION,C,10000,12.61,3,2,DEFAULT
23,46500,RENT,PERSONAL,B,10000,14.26,3,3,DEFAULT
22,72060,MORTGAGE,EDUCATION,A,5500,11.71,2,3,NO DEFAULT
22,53000,RENT,MEDICAL,A,10000,9.99,2,4,NO DEFAULT
21,53000,RENT,EDUCATION,A,10000,7.51,1,4,NO DEFAULT
22,72100,MORTGAGE,EDUCATION,A,13000,10.99,2,3,NO DEFAULT
21,53000,RENT,DEBT CONSOLIDATION,A,10000,10.62,1,3,NO DEFAULT
24,72100,MORTGAGE,EDUCATION,A,16000,10.25,4,4,NO DEFAULT
26,53000,RENT,DEBT CONSOLIDATION,A,10000,8.59,6,4,NO DEFAULT
22,72204,OTHER,VENTURE,B,18000,12.53,2,3,NO DEFAULT
21,72252,MORTGAGE,VENTURE,A,8000,6.99,1,2,NO DEFAULT
25,53004,RENT,MEDICAL,A,10000,9.32,5,4,NO DEFAULT
24,47292,RENT,MEDICAL,C,10000,16.32,4,3,DEFAULT
22,53500,RENT,EDUCATION,A,10000,9.99,2,3,NO DEFAULT
23,56403,MORTGAGE,MEDICAL,C,30000,16.49,3,2,DEFAULT
24,72400,MORTGAGE,HOME IMPROVEMENT,B,35000,13.99,4,4,NO DEFAULT
24,72400,MORTGAGE,PERSONAL,D,25000,17.99,4,2,NO DEFAULT
25,72400,MORTGAGE,VENTURE,D,8000,17.39,5,3,NO DEFAULT
24,72400,MORTGAGE,HOME IMPROVEMENT,A,15000,10.99,4,3,NO DEFAULT
24,72444,MORTGAGE,HOME IMPROVEMENT,A,25000,10.74,4,4,NO DEFAULT
21,47520,RENT,MEDICAL,C,10000,15.33,1,4,DEFAULT
22,54000,RENT,VENTURE,A,10000,6.62,2,4,NO DEFAULT
26,54000,RENT,EDUCATION,A,10000,7.9,6,2,NO DEFAULT
22,48000,RENT,DEBT CONSOLIDATION,D,10000,17.99,2,4,DEFAULT
22,72500,MORTGAGE,EDUCATION,A,13200,7.29,2,3,NO DEFAULT
23,66500,MORTGAGE,DEBT CONSOLIDATION,A,22000,8.88,3,2,DEFAULT
24,54000,RENT,PERSONAL,B,10000,13.35,4,4,NO DEFAULT
25,54000,RENT,PERSONAL,A,10000,11.46,5,4,NO DEFAULT
26,54316,RENT,MEDICAL,A,10000,11.86,6,2,NO DEFAULT
24,54480,RENT,HOME IMPROVEMENT,A,10000,11.89,4,3,NO DEFAULT
26,72600,MORTGAGE,MEDICAL,A,4500,7.74,6,2,NO DEFAULT
26,72645,OWN,VENTURE,A,12000,10.99,6,2,NO DEFAULT
24,54996,RENT,MEDICAL,B,10000,12.99,4,2,NO DEFAULT
25,48996,RENT,MEDICAL,C,10000,14.54,5,2,DEFAULT
23,54996,RENT,PERSONAL,A,10000,7.51,3,3,NO DEFAULT
24,72800,MORTGAGE,HOME IMPROVEMENT,A,2300,10.62,4,4,NO DEFAULT
25,66800,MORTGAGE,DEBT CONSOLIDATION,A,12000,9.63,5,4,DEFAULT
24,72800,MORTGAGE,PERSONAL,B,11200,13.79,4,2,NO DEFAULT
25,72893,MORTGAGE,PERSONAL,B,20000,13.22,5,2,NO DEFAULT
25,72972,MORTGAGE,PERSONAL,B,10000,12.99,5,3,NO DEFAULT
24,72984,MORTGAGE,PERSONAL,A,12000,10.99,4,4,NO DEFAULT
26,72996,MORTGAGE,EDUCATION,A,15000,10.38,6,4,NO DEFAULT
22,55000,RENT,VENTURE,B,10000,15.27,2,3,NO DEFAULT
22,73000,MORTGAGE,DEBT CONSOLIDATION,B,22000,15.96,2,4,NO DEFAULT
25,49000,RENT,HOME IMPROVEMENT,A,10000,6.62,5,4,DEFAULT
26,73000,MORTGAGE,EDUCATION,A,10625,6.03,6,4,NO DEFAULT
25,73000,MORTGAGE,VENTURE,A,6500,6.03,5,3,NO DEFAULT
23,55000,RENT,PERSONAL,A,10000,10.59,3,4,NO DEFAULT
22,73000,MORTGAGE,VENTURE,A,7000,7.49,2,2,NO DEFAULT
22,73000,MORTGAGE,EDUCATION,A,7000,10.59,2,2,NO DEFAULT
22,73000,MORTGAGE,VENTURE,C,12000,16.89,2,2,NO DEFAULT
24,73000,MORTGAGE,MEDICAL,A,10000,11.99,4,2,NO DEFAULT
25,55000,RENT,PERSONAL,A,10000,5.42,5,4,NO DEFAULT
23,55000,RENT,EDUCATION,A,10000,10.59,3,2,NO DEFAULT
23,55000,RENT,EDUCATION,A,10000,10.37,3,4,NO DEFAULT
22,55000,RENT,MEDICAL,A,10000,10.37,2,2,NO DEFAULT
22,73000,MORTGAGE,MEDICAL,A,5000,7.49,2,2,NO DEFAULT
22,73000,MORTGAGE,MEDICAL,A,17000,11.99,2,3,NO DEFAULT
24,73000,MORTGAGE,MEDICAL,A,10000,7.49,4,3,NO DEFAULT
23,55000,RENT,EDUCATION,A,10000,5.79,3,3,NO DEFAULT
24,55000,RENT,HOME IMPROVEMENT,A,10000,5.42,4,2,NO DEFAULT
24,56950,MORTGAGE,MEDICAL,A,4500,10,4,3,DEFAULT
24,73000,MORTGAGE,EDUCATION,A,6500,5.42,4,2,NO DEFAULT
23,73000,MORTGAGE,VENTURE,A,7000,10.74,3,3,NO DEFAULT
22,49000,RENT,PERSONAL,D,10000,16.45,2,2,DEFAULT
25,73000,MORTGAGE,DEBT CONSOLIDATION,B,3500,13.23,5,2,NO DEFAULT
25,73000,MORTGAGE,DEBT CONSOLIDATION,A,9000,11.86,5,4,NO DEFAULT
26,73000,MORTGAGE,MEDICAL,B,14400,13.61,6,4,NO DEFAULT
26,55000,RENT,MEDICAL,A,10000,8.59,6,3,NO DEFAULT
24,73000,MORTGAGE,EDUCATION,B,8000,13.23,4,2,NO DEFAULT
24,55000,RENT,DEBT CONSOLIDATION,A,10000,8.94,4,3,NO DEFAULT
22,73000,MORTGAGE,MEDICAL,A,3000,10.99,2,4,NO DEFAULT
26,67000,OWN,DEBT CONSOLIDATION,D,5000,16.45,6,3,DEFAULT
24,73000,MORTGAGE,EDUCATION,A,16000,7.88,4,4,NO DEFAULT
24,55008,RENT,VENTURE,D,10000,14.93,4,3,NO DEFAULT
25,55016,RENT,VENTURE,B,10000,13.16,5,2,NO DEFAULT
26,55500,RENT,MEDICAL,B,10000,10.99,6,4,NO DEFAULT
24,56000,RENT,EDUCATION,A,10000,6.03,4,4,NO DEFAULT
23,73000,MORTGAGE,EDUCATION,B,7500,13.22,3,2,NO DEFAULT
24,73000,MORTGAGE,DEBT CONSOLIDATION,A,14400,8.94,4,2,NO DEFAULT
24,56000,RENT,MEDICAL,A,10000,12.21,4,2,NO DEFAULT
26,67000,MORTGAGE,DEBT CONSOLIDATION,C,6500,14.11,6,2,DEFAULT
23,56004,RENT,PERSONAL,A,10000,11.83,3,3,NO DEFAULT
25,56950,MORTGAGE,MEDICAL,B,25000,10.91,5,3,DEFAULT
24,56500,RENT,HOME IMPROVEMENT,A,10000,10.99,4,4,NO DEFAULT
22,73063,MORTGAGE,PERSONAL,B,11200,10.99,2,2,NO DEFAULT
25,73163,MORTGAGE,VENTURE,D,25000,16.45,5,3,NO DEFAULT
23,73164,MORTGAGE,VENTURE,A,1000,10.36,3,2,NO DEFAULT
26,57000,RENT,VENTURE,A,10000,7.9,6,4,NO DEFAULT
25,73200,MORTGAGE,DEBT CONSOLIDATION,A,5000,10.99,5,2,NO DEFAULT
26,73200,MORTGAGE,VENTURE,B,17500,10.99,6,3,NO DEFAULT
25,57000,RENT,PERSONAL,B,10000,14.27,5,4,NO DEFAULT
21,67400,MORTGAGE,VENTURE,D,20000,17.74,1,2,DEFAULT
23,73426,MORTGAGE,EDUCATION,B,7500,10.99,3,2,NO DEFAULT
26,73440,OWN,PERSONAL,A,35000,9.91,6,2,NO DEFAULT
24,73440,MORTGAGE,EDUCATION,A,7000,6.99,4,2,NO DEFAULT
23,67476,MORTGAGE,HOME IMPROVEMENT,B,25000,13.49,3,3,DEFAULT
22,51000,RENT,EDUCATION,A,10000,5.42,2,4,DEFAULT
24,51000,RENT,DEBT CONSOLIDATION,D,10000,17.19,4,2,DEFAULT
23,73500,MORTGAGE,VENTURE,A,10000,6.92,3,4,NO DEFAULT
23,57000,RENT,DEBT CONSOLIDATION,A,10000,11.48,3,4,NO DEFAULT
26,57600,RENT,HOME IMPROVEMENT,A,10000,6.62,6,4,NO DEFAULT
23,57600,RENT,VENTURE,C,10000,15.58,3,4,NO DEFAULT
21,57996,RENT,EDUCATION,A,10000,9.25,1,4,NO DEFAULT
23,57996,RENT,EDUCATION,B,10000,13.23,3,3,NO DEFAULT
24,67524,MORTGAGE,PERSONAL,A,10000,9.99,4,2,DEFAULT
24,73600,MORTGAGE,HOME IMPROVEMENT,A,24000,11.36,4,2,NO DEFAULT
22,58000,RENT,DEBT CONSOLIDATION,A,10000,6.54,2,2,NO DEFAULT
23,67700,MORTGAGE,EDUCATION,C,15000,14.11,3,3,DEFAULT
23,58000,RENT,DEBT CONSOLIDATION,A,10000,7.88,3,2,NO DEFAULT
24,73909,MORTGAGE,DEBT CONSOLIDATION,A,3900,5.99,4,4,NO DEFAULT
22,74000,MORTGAGE,EDUCATION,A,9000,10.99,2,2,NO DEFAULT
23,58216,RENT,MEDICAL,A,10000,7.49,3,4,NO DEFAULT
22,58608,RENT,PERSONAL,A,10000,7.51,2,4,NO DEFAULT
